,station,latitude,longitude,Mean,Std,V0,V1,V2
0,USC00507570,60.2036,-154.3164,8.53653846154,10.453708007,142.7904127,-52.9179906657,-31.4623216564
1,NOE00135018,59.23,10.3481,14.4945454545,7.97440036348,57.6794345843,-51.2284437805,-21.3355586917
2,KZ000036546,48.55,83.683,7.22051282051,14.8973096777,59.0137635667,29.1352885254,-9.62227367375
3,USC00054664,40.0575,-106.3681,18.5768595041,10.7901145478,26.5610910927,13.3777408637,-27.3657086184
4,CUW00011706,19.9,-75.15,31.325,1.58928633165,-314.711752847,-25.2157785435,9.85655726573
5,KG000036982,41.883,78.233,-12.5,2.5,4.05271864124,2.72522462244,-4.37179415526
6,SZ000002220,47.25,9.35,2.41785714286,6.69024095079,227.658350316,-159.110131211,19.2599894803
7,RSM00028275,58.15,68.25,4.01510989011,14.0804894723,254.836035321,-3.53004927631,-40.2177208972
8,USC00488705,44.4122,-104.3567,12.1381868132,11.8912401043,91.428757749,2.91418177551,1.70200213625
9,USC00116558,39.0028,-87.6225,1.25714285714,2.96641059814,0.882322726232,0.645671797986,-0.308498987466
10,USC00203991,46.4833,-87.8667,8.44776536313,13.2180713876,167.425726162,10.8850615068,19.0690192802
11,UPM00033536,49.017,25.8,23.625,3.25297940356,-0.0731675924138,-0.0928882168123,-0.261705437656
12,USC00424508,37.0286,-112.5367,21.649859944,9.97222086879,-84.674595953,46.7111293813,-6.17644104936
13,USC00263957,40.6564,-118.1631,21.0912790698,11.8595626509,-58.8420031084,69.6862381326,-0.0725143702542
14,RQW00011603,18.4981,-67.1294,29.2582417582,1.45241866743,-278.751305417,-42.1301884806,8.03911432198
15,USS0019F01S,43.95,-119.55,9.55041551247,9.6873167841,123.557983978,-52.2662582452,14.3057409617
16,MR000001421,20.52,-13.07,35.8618131868,5.38228147306,-374.983769622,58.305878216,-16.5463867496
17,USC00325754,46.3911,-97.2392,13.0202216066,14.5619873212,95.0103876629,58.0551481817,28.4163468501
18,USC00041731,40.8667,-123.5833,22.7351648352,8.63625597586,-118.973983524,24.6892913155,-29.4047496053
19,ASN00033045,-21.1706,149.1794,26.965,2.87095560939,-259.482655018,-114.747182235,-11.1473368
20,CA006107003,45.43,-76.65,11.2488764045,13.0041663106,118.740435515,26.9534113087,-12.6703983063
21,CA008102000,47.47,-68.23,16.7,0.0,0.193125554754,-0.381497405271,0.204653180294
22,USW00014814,45.0606,-83.4281,12.101396648,11.7856376591,93.5827092834,11.4857637185,6.97811546238
23,RQC00665807,18.4308,-66.4661,30.3532967033,2.06264929127,-295.889790439,-27.7717630162,1.06616563665
24,USC00238082,37.6967,-93.7722,21.5292397661,9.23288484602,-73.8520089271,25.4386220801,20.2517223718
25,USC00043113,38.7,-121.1667,22.5401098901,9.79484816306,-105.683376353,47.1369964009,-27.6512426821
26,CA006164297,44.47,-78.23,11.103030303,13.4192623638,123.47176598,29.1597370281,20.880562762
27,TH000048501,11.767,102.883,31.0848901099,1.43155845263,-320.442558034,-51.9367621399,-7.4867707824
28,USC00231822,40.2394,-94.6833,16.8706043956,12.2037392337,8.6166228101,44.8166193239,12.6203556157
29,RSM00022324,66.683,34.35,4.67106017192,11.2559106037,215.155669299,-52.1712919816,0.0174073667955
30,TX000038804,38.567,63.183,10.9321428571,7.41899365391,-4.59621611495,-2.44223676558,5.26608206465
31,CA007024615,46.33,-71.98,8.5446685879,12.4014335925,153.08255283,13.7404474001,-17.699301217
32,USC00035820,36.2642,-90.9683,22.8950549451,11.6148506562,-99.6659397971,81.4337536237,5.54945713786
33,USC00398494,44.5667,-102.6667,15.2645604396,13.488769528,46.4464900931,51.9927706633,36.8222642483
34,CA001122541,50.17,-120.2,14.3822580645,10.6568094873,51.2835827795,-1.57925135438,-24.9522473443
35,CA001037650,50.0,-127.42,11.4296703297,3.86462526809,53.2489799774,-129.458667906,18.0473446866
36,USC00255925,42.6008,-99.3333,15.5024725275,14.0334517711,39.6003314267,48.4145600061,-2.49173789364
37,CA007050240,46.75,-70.53,9.68104395604,12.6830919727,145.656051838,11.8056171839,3.52548916051
38,CA006155183,43.32,-79.97,11.7117647059,11.089708125,86.2811941944,-2.08173431985,40.9757653851
39,USC00240375,46.6456,-112.2656,12.8556473829,10.4930720845,67.1071084821,-20.5698320363,-26.4273382349
40,USC00111836,40.6211,-89.2414,15.8322674419,11.2427226891,24.4882758186,22.4136041523,-4.70844940335
41,USC00215400,45.1219,-95.9269,12.5137362637,13.7626815963,99.7986945023,41.7806181241,15.5534648064
42,USC00419275,30.5525,-104.6467,29.2901869159,4.66817090424,-68.5043736244,63.9605760096,-52.5026468004
43,CA007070456,46.85,-73.65,10.0922651934,12.2979536481,131.081579213,0.881927935246,7.53376557429
44,USC00138704,42.5167,-92.3333,15.5263736264,11.6401359945,31.0727740864,28.4247107581,-0.863252709339
45,CA004063560,55.533,-102.35,4.49567723343,13.9729817013,233.15377336,-8.69422342842,-36.9517506536
46,USW00093990,39.3756,-99.8297,19.4821428571,12.140796488,-39.5949754023,56.1384293988,2.16514687185
47,USW00025506,59.7494,-154.9089,3.84325068871,11.1738270243,227.632552293,-76.2838532226,-18.261300077
48,CH000057515,29.583,106.467,20.832967033,9.16925770175,-76.0928224946,33.2672035568,-2.33530746059
49,USC00044838,41.7019,-121.5011,17.3739130435,10.3353993097,-8.12487364528,15.4517854,-15.2796502166
50,USC00215842,45.305,-94.9392,10.6447802198,14.1232992832,134.535755059,39.5387296725,27.4430793087
51,USC00299857,34.3167,-104.7333,24.1696078431,8.6502724565,-107.926279629,37.9692832034,-28.512102369
52,USC00383109,34.1667,-79.8333,27.1921933086,8.38216233291,-86.8956880997,73.743420275,33.7648806313
53,USC00057167,38.0392,-103.6933,22.6233516484,11.4736022289,-97.0609570252,74.9852545541,-9.36158886601
54,USC00230856,39.3447,-91.1711,18.8462184874,11.5267059773,-25.5435562243,51.3085544615,-6.99530028207
55,USC00450008,46.9658,-123.8292,15.2260989011,6.11638990261,-2.94977015772,-73.501731674,11.3474155632
56,USC00029645,34.8775,-114.1344,27.9554945055,10.2021974323,-196.874596927,98.1479594721,-3.99630019659
57,USC00251825,41.4639,-97.3278,15.9725274725,11.8963085597,22.3614880763,31.8200222215,-1.8296369442
58,USC00332956,40.4167,-82.5333,16.5839779006,11.8227946178,15.3076867146,39.5710686294,5.86545155587
59,CA002100165,64.23,-140.35,-10.8517857143,10.7408708369,227.848301527,89.8222534432,-26.842447622
60,USC00367103,41.8158,-78.2872,20.4819672131,5.90280589564,1.93126985283,-3.56150326472,-0.326715067014
61,USC00205531,44.6614,-84.1317,12.0096153846,11.9729613358,99.086174121,13.6907300216,23.0763579062
62,SZ000002220,47.25,9.35,-0.50467032967,7.28599101023,285.551193917,-164.294795202,9.86037451695
63,USC00200779,43.7072,-85.4822,11.9868131868,11.3182674362,96.184945856,5.06476300581,7.25062110374
64,USC00512570,21.695,-157.9811,27.4751381215,1.74975629171,-247.718977475,-60.6808406078,13.7347876692
65,USC00053662,38.5253,-106.9672,12.0622159091,12.8787447634,101.414110486,33.9562353252,-10.8715812152
66,USW00013995,37.2353,-93.4003,18.3865384615,9.88162408773,-32.7173980042,13.1932290341,-18.7748052488
67,CA006133360,42.033,-82.9,14.6398351648,11.0991798022,46.0228449029,17.9941413833,8.65618168915
68,USW00004726,40.3161,-78.8339,13.5886685552,10.6967595467,56.6564208715,-1.38264388516,13.4547574728
69,USC00411017,31.1444,-99.3492,25.2868131868,7.81653936512,-175.243753537,14.2314612535,-19.4782789316
70,USC00338534,40.8333,-83.2833,14.920498615,10.9715684329,39.2889640089,11.2974554153,-1.37342658432
71,USC00366886,39.9575,-75.1728,19.9706043956,9.76246955041,-57.9460637023,28.2589787639,9.83291375042
72,CA004057120,52.167,-106.683,6.88186813187,18.2856967109,231.360974022,80.9516193793,28.3813853096
73,USC00202445,42.0147,-86.2408,16.3002747253,11.7637796185,19.6366389757,38.59586118,-12.7715950258
74,RSM00024763,62.833,134.65,0.765349544073,21.5627708113,340.157289448,49.1633283607,-26.4168685629
75,USC00315838,35.7297,-81.6728,21.6423076923,7.8296050701,-103.717377533,4.18048296441,8.60417973407
76,USC00040436,35.2761,-116.0628,30.1621848739,10.986179183,-223.449347893,129.232156205,4.26185511756
77,USC00206507,45.3725,-84.9767,11.2376373626,10.6837087605,101.185959934,-19.6259257487,33.4235897509
78,RSM00031253,54.717,128.866,1.56840659341,19.130589873,335.875474916,77.0354485114,-10.099091991
79,CA006110549,44.4,-79.68,11.3307692308,12.1061395042,111.368219388,9.54296563953,-3.11839487147
80,CA003076675,55.083,-117.25,8.75555555556,12.5215357694,152.441974545,-12.1002789423,-47.6047002811
81,USC00202671,43.9167,-85.2667,14.7124260355,12.1009471744,52.9733208666,27.9044674143,16.6793413261
82,CA004086160,52.65,-103.15,8.78079710145,13.3563191667,134.941560587,-23.22911931,51.6128703389
83,MX000026183,27.52,-109.25,36.5931372549,5.53290678377,-260.191846361,136.087958102,44.4876003833
84,USC00318744,35.2058,-82.2517,22.3952380952,7.82621857682,-124.174253566,-4.94399096957,3.88584961091
85,ASN00060030,-31.8986,152.4834,24.4337912088,5.11489270513,-226.276317293,-158.067178278,1.78816795058
86,RSM00034747,46.55,41.05,16.4892857143,11.3739639323,17.2043027124,38.3879978508,15.8639307442
87,USC00095550,32.4567,-83.94,23.7686567164,7.61050352258,-129.361961021,15.8503372127,-20.9979926499
88,USW00003847,35.9508,-85.0814,18.689010989,8.35420471287,-48.2182277359,-4.51235629906,3.02035573742
89,USC00042934,38.2736,-122.0678,21.3296052632,6.46701996383,-122.791430841,-25.0461402922,3.77260038319
90,USC00107968,42.6042,-113.7575,16.0942857143,11.7931655234,15.5782026462,26.3293438918,-15.548524518
91,USC00223975,34.8039,-90.0103,21.8871257485,8.65324947457,-110.621849354,10.5365379157,1.65078292022
92,USW00014775,42.1578,-72.7161,15.218956044,10.5500116144,30.4203622426,9.75667264379,3.0879443053
93,USC00246660,48.1333,-105.15,12.3407202216,13.4627537297,96.0771592085,29.0366166202,20.7857935377
94,KG000036953,42.733,80.167,5.87878787879,10.8565231774,15.5376105116,2.43328994755,10.7319036132
95,RSM00024923,60.717,114.883,1.9649122807,18.5377628611,302.997718934,35.3220082023,-52.4351567688
96,JA000047767,34.45,133.25,24.225,7.92248032149,-65.7821531661,49.5525694271,43.767573271
97,USW00023184,34.6517,-112.4208,20.7835329341,9.20231672066,-82.4405943856,20.7599730077,-10.8135854597
98,USC00361815,41.85,-78.05,14.1538461538,10.9729643554,52.0422674323,8.22332387034,-4.96623126334
99,USC00363295,39.8167,-78.8333,13.9615384615,11.0783475503,58.1660282458,11.2392277906,-3.60962183851
100,USC00305635,42.6167,-77.4,14.4290960452,11.8544647374,53.6127527153,28.0560650453,16.2230012744
101,USC00393302,45.0136,-100.2175,21.2714285714,5.66805105138,1.04171693197,-1.36823085266,-1.65717148457
102,TUW00033207,38.5,27.0167,24.5660130719,7.98340733028,-81.0140196294,52.6244259684,44.358018547
103,USW00024088,44.2169,-104.9292,15.5934097421,11.4713190177,20.9337159949,17.5143239128,42.5125119085
104,ASN00010614,-32.9342,117.1797,22.2826923077,7.04970597188,-204.872974632,-216.416999402,-12.9966164279
105,USW00023041,32.2442,-101.4536,24.5484848485,9.13080136226,-148.664268346,43.0071739885,-13.646829948
106,GME00102316,50.7839,6.095,13.0565934066,7.64256698717,47.036611228,-57.4510028095,-18.442279524
107,CA008203000,44.05,-64.72,11.3370879121,8.78982761729,89.0067471319,-46.0221899918,13.0930346641
108,NOE00104443,68.1503,14.6506,7.91625344353,6.08063677085,129.417905601,-119.307823742,16.2317057393
109,CA001124860,50.38,-120.8,9.29835164835,12.6944500951,145.005491652,-4.57552157696,11.306987612
110,CA001025915,49.88,-125.13,14.6375358166,7.09824593547,16.9101264448,-45.7057003932,-12.9192548425
111,USR0000OCAN,44.3489,-123.8853,13.8412462908,6.67388210147,32.0256801384,-89.1808920923,25.719871575
112,USC00202332,47.4667,-88.1667,8.2041322314,11.5080955817,159.978919042,-31.4731940537,60.9951890786
113,USC00155648,37.3542,-84.3369,19.3641873278,9.6388182173,-50.6279274615,20.9243817173,2.41206808327
114,CA006122845,43.75,-81.7,11.7634615385,11.0665797299,97.1397850335,-3.49725611912,14.5108016263
115,UPM00033506,49.6,34.5664,12.7607142857,11.511223407,83.0574985292,14.5995434952,-3.09221390621
116,USC00022927,33.4333,-111.75,29.9832417582,8.40934980937,-246.331510351,76.571896251,-39.7129246992
117,CA006085700,46.367,-79.417,8.34532967033,11.9337896467,163.214794981,-11.4979665473,-2.2745028177
118,USC00299330,35.8167,-104.9244,19.9303206997,9.1424050693,-66.8911111374,0.67544649822,17.2060222697
119,GME00111445,52.4683,13.4039,13.2777472527,9.43706303155,57.6541781239,-21.1273888145,-24.1056972005
120,USC00210667,45.3167,-95.6167,11.2868131868,13.7285753868,121.549029673,34.8963485597,32.2014534832
121,ASN00072060,-36.2254,148.1431,20.6898351648,7.82340325142,-182.79276213,-241.46372789,2.03666081295
122,USW00013966,33.9786,-98.4928,24.4315934066,10.8254287883,-135.57761115,68.0538137622,15.6204060722
123,USC00417572,33.5333,-99.65,23.5049450549,10.700866646,-119.036268415,64.489026951,11.4684858662
124,USC00041697,37.9747,-119.9161,16.8216901408,9.34584987144,-5.92300203275,-8.64202817765,15.6439041813
125,USC00416108,33.1689,-95.0056,24.421978022,9.09916132107,-150.819356216,33.3991488557,-3.44899304187
126,USC00451992,48.26,-121.6036,15.4631123919,9.17885174843,24.5061022612,-14.7351114517,6.17312545983
127,USC00306464,42.9294,-78.0319,18.587755102,9.78894071218,18.0075536627,-2.02012746006,-22.4270225043
128,USC00461677,39.2683,-80.3522,17.7404958678,10.9347922888,-12.1118619258,29.3696329806,8.23991731149
129,USW00093963,38.6289,-90.1797,19.1425824176,12.6063726659,-27.4877961617,66.8593035985,7.35962089908
130,USC00085539,30.1064,-83.1819,26.1648351648,7.22264636939,-187.074563749,28.9960406399,-1.21484834369
131,USC00026653,34.0989,-110.9442,22.7211538462,8.06406475835,-121.981487026,13.5726120651,30.074012741
132,USC00323117,46.0333,-97.595,8.89380165289,12.915891407,84.9128996475,29.6326757238,-11.8285063159
133,USC00226009,33.4517,-90.5097,23.8137362637,8.23697295145,-139.778945627,25.9920858689,-7.22699537621
134,USC00439099,44.6464,-71.9833,11.8678571429,13.0424153708,107.179137799,28.5638532373,16.2907721884
135,USC00042177,38.0333,-122.2167,14.0163265306,4.88564523505,-31.7047318249,-20.1411329106,-15.1461200257
136,USC00282805,39.3831,-74.8289,19.2395604396,11.1048611187,-36.8305540052,50.4747393649,0.596826663229
137,USC00137147,43.43,-96.1686,14.3951807229,14.8205604793,73.9685280793,58.1566986019,3.11916422334
138,CA001026639,50.02,-125.3,13.0412087912,7.79209268611,50.5965543804,-53.1348013855,-20.4837319036
139,PSW00040309,7.3333,134.4833,31.0395604396,1.03773624302,-315.477191994,-42.2113095526,0.340941615629
140,AM000037774,40.317,43.667,11.45,9.05298293382,0.685345933895,1.19405130934,0.230806387107
141,CA001158692,49.47,-115.47,12.1212121212,11.4710639272,75.2493803579,3.11766209043,-49.4739862321
142,USC00119221,41.8128,-88.0728,16.9842541436,12.7159577224,13.5006443817,58.8404427838,27.0936175951
143,USC00363218,39.8333,-77.2333,18.7112637363,10.0573470792,-35.653625059,22.5487055492,5.28386221153
144,USC00440187,37.345,-77.9781,19.1862275449,8.69916312423,-63.9344644347,-3.06552255286,-6.10347791497
145,USC00390296,43.3131,-98.3486,14.3710743802,14.3864860717,70.0573526407,68.2389669055,40.8387200948
146,USC00054135,40.5831,-105.6319,9.45807365439,10.0475441294,123.608506647,-41.4155097043,-11.3647992331
147,USC00410569,28.9797,-95.975,25.248,7.20268870433,-172.389376258,18.2246960073,23.0483560148
148,USC00223645,33.7608,-89.8136,22.9494505495,8.12142565337,-124.628385054,20.6973985466,10.0288370423
149,ASN00032078,-18.6494,146.1769,28.4092178771,3.32432190801,-285.17262007,-109.987265906,5.2541143372
150,USR0000CBUR,34.2103,-116.6339,18.7947802198,8.24495518124,-50.0048128607,-10.587208742,21.1604878757
151,KU000405820,29.222,47.966,33.6664819945,9.8503321136,-296.911646504,134.436533935,10.9098022448
152,ASN00010622,-33.9644,118.4889,20.8169934641,6.50174225871,-63.9738599479,-76.5488810518,78.6619980121
153,USC00355362,44.1792,-122.1164,16.715625,8.96263773549,-4.12367034891,-8.85543994423,-7.55278986642
154,ASN00083033,-37.5696,146.2541,19.157967033,7.58085118296,-149.405209519,-236.488571463,-5.51475826467
155,USC00018209,32.9206,-86.6708,24.0063186813,6.67017625577,-155.798282305,-0.950625363224,-18.9418521592
156,USC00352805,44.8578,-123.4308,17.2062146893,8.20986493687,-28.5819983898,-22.0879447065,3.32380803594
157,USC00043261,36.9969,-119.7072,26.1818681319,9.39053187087,-170.403814431,67.8390756991,17.6267466412
158,CA007063090,49.07,-72.6,8.32960893855,13.3065076431,172.734364357,8.62615385563,0.793087197787
159,USC00117391,41.5181,-90.5647,16.1884615385,12.458325203,24.5175848298,47.9553195648,12.2471038392
160,USW00093986,34.9894,-99.0525,21.7046703297,11.5106856782,-80.1815013385,67.4154534691,16.9646767862
161,CA006084278,46.37,-78.73,11.0870879121,14.0636240028,131.937593596,50.1407539423,-6.20019168038
162,RSM00030471,55.867,117.367,-0.957222222222,17.4846632178,176.125942521,56.9112874026,126.776983279
163,USW00023273,34.8994,-120.4486,20.2368131868,4.6552011274,-110.052343984,-84.5339061996,19.9660026707
164,USR0000MASS,38.0667,-75.2014,22.2827102804,7.78036890629,-22.4998827076,12.1999838606,23.5258680431
165,USC00460249,38.4333,-79.8167,6.90666666667,5.89423070091,7.66447080767,2.45695624621,-9.21961639899
166,CA001108465,49.28,-123.12,13.8637362637,7.08990175669,32.9274532615,-53.8695788715,1.13741849782
167,CA001033232,49.78,-126.05,14.3914835165,8.79583186735,32.8953334422,-28.3558788604,-24.8195002155
168,CA006141933,42.88,-80.85,13.5056497175,11.4998143808,67.9585223201,10.6723509216,9.85613213223
169,USC00054388,38.0633,-102.9297,20.6465564738,11.4362291262,-60.4191715439,57.7637275537,31.8191221621
170,USC00041316,41.3111,-122.8045,18.5466850829,10.1240320487,-29.2398653114,26.8769756784,17.5338565616
171,CA00709FFG0,48.98,-79.17,5.32238095238,15.6150911147,136.476657198,17.6692582027,105.140076029
172,ASN00014042,-12.3263,133.0581,33.5868715084,2.10417800409,-357.382303638,-31.1548188583,22.0581637975
173,CA007054095,47.35,-70.033,10.1472527473,12.5844626919,134.331592937,8.52780039418,19.3770223349
174,CA008203423,46.33,-61.1,-1.96428571429,5.43160159791,42.7920091205,24.1434769671,26.3696828567
175,USS0007E36S,44.4,-107.0667,7.9882183908,8.78687005319,137.028122059,-82.8497826733,19.6219434708
176,USC00134547,42.2667,-94.7333,10.8074380165,11.7200588474,43.8725572876,19.863417127,3.8930604405
177,USC00049200,38.3956,-121.9608,25.5080555556,8.50317369491,-160.629169367,53.4235015689,-18.0835381438
178,CA004012560,51.63,-103.53,9.31074380165,15.179801,167.022641042,45.014326099,-11.0825950458
179,CA004018920,50.17,-104.33,14.5083798883,14.847405851,52.6663833942,15.2947247167,-50.8921517275
180,USC00096323,32.5953,-81.4997,25.2777777778,7.07380035568,-178.356096199,8.88150946684,10.6104536986
181,MX000023003,19.7,-87.9,31.2788461538,2.72526191673,-308.348169921,-10.467726483,-4.16209419621
182,USC00368395,39.7333,-79.1667,14.05,9.94072477147,58.5157539926,-23.40637305,26.3094008834
183,USC00020306,33.4167,-111.55,18.7793103448,4.31807582549,-57.0073799938,-37.2453830859,-25.1934829039
184,USC00051268,37.0158,-102.555,14.4,10.1225403326,-39.4005420619,-10.3084525104,26.2721689011
185,JA000047632,35.4,136.767,20.4799450549,8.23654140296,-75.0532555744,12.9279758779,17.0975718571
186,USR0000NPAN,38.3036,-116.1925,23.8861607143,10.3383706012,-54.9259354935,43.5116601191,-24.7968662616
187,USW00023162,39.3375,-112.5858,17.7956395349,13.9606843575,11.2856394273,82.0125073579,23.3781940591
188,USC00353095,43.3936,-121.2122,14.8605421687,10.5819511465,35.0307894246,0.186958429227,-7.21145261375
189,USC00396227,43.175,-102.7458,16.965060241,12.2754769125,-7.70674678693,27.9447921146,-4.41910140345
190,USC00297386,33.7158,-108.7769,25.6807086614,7.27219260777,-69.843190337,49.1181116911,38.9102776158
191,USS0006J12S,40.8667,-106.05,7.61153846154,9.40715935252,156.566050444,-69.0422450465,-16.8040866563
192,USC00230179,37.3,-90.7667,20.0498498498,11.9611247792,-31.9430867219,63.3056797476,22.7571269444
193,CA001172870,51.38,-116.48,9.35796703297,11.2892035966,138.429150287,-19.5298318103,-27.4562235494
194,USR0000AGEO,63.8375,-144.3503,4.84807692308,14.6932675633,241.172622488,10.1010138064,-67.4511833347
195,USW00013745,35.2167,-75.7167,21.3583333333,7.23269179183,-59.8049028024,11.1484639219,27.5235476937
196,CA006142400,43.73,-80.33,10.9898071625,12.6245870878,122.761798166,20.6704707453,17.4623821574
197,USC00055484,40.0358,-107.9058,17.5833333333,10.6472735884,1.01062075237,29.2076714516,-11.7221678133
198,USS0018G01S,42.75,-118.6833,10.2661157025,10.0987647859,109.011908949,-50.309981565,-0.258878752242
199,CA007080449,47.32,-76.47,7.35247252747,13.3032909023,191.161639043,4.8485283716,14.4098016611
200,CA001015160,48.35,-123.73,15.0381868132,5.44286992092,-0.99368622817,-75.878101194,-10.9401109781
201,USC00291963,34.5989,-103.2161,23.3200549451,9.4491617744,-120.043375745,50.9843043976,-3.38483524809
202,USC00439099,44.6464,-71.9833,11.5603351955,11.6701472706,100.513205167,0.140947946194,7.35595703811
203,USC00245873,47.25,-107.95,19.9496323529,11.7747986063,-12.5921667557,33.4679566583,9.2551517296
204,USC00294736,32.4833,-104.25,24.5612716763,10.4119374909,-128.09960734,63.4082112388,-24.5733799934
205,RSM00024656,63.517,129.483,-0.591397849462,19.8980753518,293.009006124,-12.7460232345,8.1012137455
206,USC00323908,46.0667,-96.9,11.0268698061,14.7778648354,126.603589363,48.8337560658,-51.681514212
207,USC00410394,33.1525,-100.2333,25.1354395604,9.77202679969,-160.017194435,46.4327406165,-48.7441505278
208,USC00100448,43.5936,-115.9236,15.5422651934,12.2035729012,35.7809873746,43.8077610145,-8.2259100234
209,USC00211691,45.5794,-94.3919,11.3762762763,13.1087484923,99.643888644,30.3093144351,-37.3430856456
210,USC00010583,30.8839,-87.7853,24.6005602241,6.68829402741,-159.731662918,11.1219689191,4.81212677976
211,USC00456096,48.6117,-122.8064,12.9388429752,5.66732510695,39.4783205395,-84.2642658014,-8.51190455271
212,USC00131848,40.75,-93.4833,17.9933518006,12.0540753036,-8.87682979329,52.2512671996,26.1555193573
213,ASN00075032,-33.4915,145.5249,25.8101648352,8.32077903258,-275.30218785,-210.698210949,5.34648950449
214,ASN00010111,-31.6508,116.6586,24.3381381381,7.31950901011,-239.442668308,-184.986365325,6.06979649353
215,USS0008F01S,43.6667,-109.0167,7.37458563536,10.517106059,166.448359257,-52.8134378089,-7.54210092738
216,USC00041806,38.9239,-122.5672,21.6702479339,9.31172705893,-93.3935822049,25.6631461142,28.3427011512
217,RSM00028481,56.817,70.617,7.59202453988,16.3687959974,193.394584342,32.9264469839,17.7300387124
218,USC00500766,58.5519,-152.6081,12.0052287582,4.22649271074,57.7774451855,-118.005405787,-36.8043195774
219,USC00092266,31.985,-83.7747,25.7545977011,7.93543316718,-162.603043709,41.2651262117,12.8895369367
220,USW00013970,30.5372,-91.1469,26.6082417582,6.88733414565,-197.063576984,25.0128588111,-5.08750090074
221,USC00029420,32.9167,-110.7167,29.3055248619,9.22187660674,-225.972137836,89.2989275121,2.08089745251
222,CA007086440,47.93,-78.57,5.44578313253,9.32671123489,35.0717914011,7.92377020635,-40.1361177019
223,AM000037789,40.133,44.467,20.2964285714,10.4223667659,-56.140258133,53.0923621867,-7.30235778114
224,CA001096600,52.98,-122.48,10.1881868132,12.8148779437,135.000451821,10.1115300461,-23.43080009
225,USC00463630,39.35,-80.0,21.1011049724,9.47434447331,-24.1106119747,18.3913080956,-25.7182781977
226,USC00081632,27.9667,-82.7667,28.152892562,4.15627391364,-242.88425536,-11.926625241,-6.61283165341
227,USC00245030,44.6331,-112.5928,12.9444767442,11.15360635,70.61197482,0.675657156217,1.27720856362
228,CA005042485,51.43,-99.73,9.09366391185,14.5265801241,166.374056188,37.0049275016,-23.6323706374
229,CA001017559,48.42,-123.63,11.6121673004,7.19247628252,34.990726996,-25.5137018813,14.3848900184
230,USC00455946,48.8742,-117.8667,16.4820936639,11.8155770566,17.042573301,43.3230256551,-21.5699614228
231,USC00307633,40.9586,-73.1047,16.2554945055,10.0855569416,11.7782135652,17.1213075392,-2.90746476494
232,USW00025322,58.4111,-135.7089,11.6288,7.15083565466,57.724013615,-70.6639902302,31.3374150936
233,UZM00038427,41.05,65.283,18.0237037037,9.53914513918,-29.7001205342,7.11646943521,6.52161508656
234,USC00172426,44.9067,-66.9919,11.3370879121,8.95068131012,90.4722961132,-42.3282520819,20.5854227757
235,SW000022260,63.1975,14.4864,5.71840659341,9.23347449811,192.353712451,-77.9214846907,7.0645728823
236,ASN00033007,-20.0167,148.25,28.1452722063,2.74061289191,-276.63945331,-107.531799197,1.54957211982
237,ASN00035027,-23.5267,148.1617,29.6467032967,5.37758525713,-323.231411618,-133.219987882,22.4557507823
238,CA008206410,44.98,-64.1,11.1777472527,10.1795514907,100.315245356,-24.0905943458,25.9178842085
239,USS0014C12S,46.15,-114.5,10.4409340659,9.74661678163,106.679511287,-46.3001214254,-5.17101211478
240,USC00515006,20.7,-156.3667,23.1832835821,2.03067990089,-162.903994156,-84.2234967435,2.42591121484
241,USC00012813,30.5467,-87.8808,25.8583333333,7.1788646193,-178.564576477,26.932827103,18.2131226523
242,USC00454679,47.0022,-118.5658,16.9090659341,11.4006265591,5.43902661404,32.7635309398,-15.9255897158
243,GM000003038,53.6442,11.3883,12.9076923077,7.73245949484,53.3397079515,-50.5893605985,-4.11591471794
244,USC00335315,40.7692,-80.8561,15.9626373626,10.9088848591,18.5203296044,19.3037481918,-11.0538755639
245,CA007016840,46.58,-72.23,11.6263736264,11.6032970415,106.933208489,10.7384539894,0.861632663604
246,USS0018F01S,43.9833,-118.85,13.6152112676,10.2213223503,59.7452845942,-12.586043862,6.86170316735
247,USS0021C17S,46.9,-121.4833,8.96648351648,8.6028763237,123.212272833,-81.7625863242,-11.8476380042
248,USC00226718,30.3961,-88.4781,25.5746556474,6.39666899196,-179.608472716,15.5517569972,-2.95389605378
249,USC00322365,47.3464,-102.5867,11.58815427,14.3436204096,118.669058573,43.5138970463,32.3624004421
250,USC00123082,40.2986,-86.5067,16.3597796143,10.6702119774,9.23033437916,15.0591859898,12.9493175024
251,USC00270703,44.2833,-71.6833,12.509039548,11.4381795835,83.44153382,4.46400868301,-3.04303908088
252,MX000002069,32.38,-116.65,27.4409340659,7.50832506498,-215.985065253,24.0113415567,14.7957002225
253,USC00423182,40.2833,-111.7333,17.4596685083,11.9267436105,-0.630230638693,48.7884744809,-5.79274005265
254,USC00245761,47.0575,-109.9514,13.5082417582,11.6542940342,59.6207028177,-6.59516374484,11.1809021198
255,CA008101170,48.07,-66.37,9.12682215743,10.5844560155,132.13341528,-27.9226066045,19.5864973954
256,USC00026250,34.1547,-114.2897,31.6483516484,8.70455687957,-272.843054328,94.9642604943,29.2888230184
257,USC00479236,45.7081,-89.8489,10.247005988,13.204577777,127.429525403,11.6190744289,19.9563630693
258,USW00024143,47.4733,-111.3822,11.4123626374,13.0688218829,107.163782295,7.6193918372,25.2780689758
259,SF002394820,-29.533,30.283,23.1966666667,4.86116012674,-186.901136817,-130.68396982,0.269178234419
